date,close,highest,lowest ,open,amount,rate,volume,turnover 
2003/7/17,1539.358,1540.194,1529.356,1529.972,9.867,0.6451,15231598,10987322500
2003/7/18,1507.162,1539.061,1506.487,1539.049,-32.196,-2.0915,13638491,9697510000
2003/7/21,1495.885,1504.708,1483.573,1501.39,-11.277,-0.7482,12215025,8345613750
2003/7/22,1498.485,1510.308,1485.464,1499.893,2.6,0.1738,10213118,7617625630
2003/7/23,1502.148,1505.312,1491.664,1499.307,3.663,0.2444,7877962,5865801880
2003/7/24,1493.451,1503.381,1491.199,1503.058,-8.697,-0.579,7130576,5360803750
2003/7/25,1477.651,1502.639,1471.286,1494.578,-15.8,-1.058,15628453,9265612500
2003/7/28,1470.393,1474.743,1464.866,1474.736,-7.258,-0.4912,7248409,4949229060
2003/7/29,1477.296,1480.584,1469.933,1470.392,6.903,0.4695,6097542,4369304060
2003/7/30,1479.652,1483.067,1468.822,1477.414,2.356,0.1595,7373850,4868421880
2003/7/31,1476.742,1482.598,1474.14,1480.013,-2.91,-0.1967,6234450,4478336880
2003/8/1,1476.969,1478.359,1464.978,1476.47,0.227,0.0154,6974270,5217725940
2003/8/4,1494.365,1494.416,1471.89,1476.824,17.396,1.1778,8325095,6225827500
2003/8/5,1494.312,1497.008,1488.967,1494.486,-0.053,-0.0035,6248160,4711414690
2003/8/6,1486.252,1493.389,1482.685,1493.026,-8.06,-0.5394,6170086,4505169690
2003/8/7,1487.37,1497.102,1485.062,1485.741,1.118,0.0752,6214445,4639300940
2003/8/8,1471.272,1487.408,1468.438,1487.166,-16.098,-1.0823,7786446,5647183750
2003/8/11,1474.413,1474.723,1462.724,1469.262,3.141,0.2135,5113104,3685130940
2003/8/12,1479.283,1484.585,1472.388,1473.987,4.87,0.3303,4651339,3413978750
2003/8/13,1465.827,1481.115,1465.06,1479.669,-13.456,-0.9096,5384685,3886657810
2003/8/14,1455.899,1475.022,1451.608,1464.381,-9.928,-0.6773,7751326,6078918130
2003/8/15,1450.203,1457.633,1447.11,1454.684,-5.696,-0.3912,7380294,5558518750
2003/8/18,1445.089,1451.666,1442.481,1449.668,-5.114,-0.3526,5706707,3851411880
2003/8/19,1449.712,1453.446,1444.23,1444.659,4.623,0.3199,5174717,3780981880
2003/8/20,1441.664,1450.471,1432.753,1449.496,-8.048,-0.5551,6302306,4333948750
2003/8/21,1441.09,1442.858,1434.313,1441.776,-0.574,-0.0398,6357186,4503730000
2003/8/22,1438.883,1446.276,1436.902,1438.786,-2.207,-0.1531,5655785,4274153750
2003/8/25,1422.176,1434.212,1419.263,1434.212,-16.707,-1.1611,6247526,4575486880
2003/8/26,1425.212,1428.413,1417.832,1420.854,3.036,0.2135,5719069,3994740000
2003/8/27,1425.362,1432.35,1420.354,1425.145,0.15,0.0105,5185861,3647685940
2003/8/28,1415.693,1428.346,1414.879,1425.734,-9.669,-0.6784,5252151,4104474060
2003/8/29,1421.983,1422.351,1406.681,1414.414,6.29,0.4443,6255922,4694267810
2003/9/1,1449.816,1450.041,1420.123,1423.353,27.833,1.9573,9787720,7584478130
2003/9/2,1446.512,1456.553,1442.009,1450.506,-3.304,-0.2279,9618677,8304931880
2003/9/3,1447.85,1451.225,1438.693,1446.278,1.338,0.0925,7934245,6481000000
2003/9/4,1447.425,1453.429,1443.383,1447.765,-0.425,-0.0294,7756322,6050173750
2003/9/5,1431.533,1446.975,1424.168,1446.937,-15.892,-1.0979,8797560,6924347500
2003/9/8,1425.727,1429.56,1421.141,1429.463,-5.806,-0.4056,6572019,4978959690
2003/9/9,1420.074,1429.711,1414.882,1424.693,-5.653,-0.3965,6869803,4955406880
2003/9/10,1423.177,1424.774,1415.723,1419.519,3.103,0.2185,5805676,4279455000
2003/9/11,1423.96,1429.555,1421.821,1422.9,0.783,0.055,4983347,3745070940
2003/9/12,1409.162,1426.806,1407.952,1426.34,-14.798,-1.0392,10898797,7787901880
2003/9/15,1397.54,1416.076,1394.269,1407.807,-11.622,-0.8247,7837559,5547685000
2003/9/16,1406.104,1406.723,1389.486,1396.753,8.564,0.6128,7549020,5235278750
2003/9/17,1389.822,1406.367,1386.781,1406.248,-16.282,-1.158,6969215,4640070940
2003/9/18,1390.485,1395.201,1383.4,1388.092,0.663,0.0477,6449628,4510698750
2003/9/19,1391.37,1395.603,1383.717,1390.84,0.885,0.0636,6068520,4248634060
2003/9/22,1381.443,1395.069,1378.323,1392.897,-9.927,-0.7135,5402086,3936828750
2003/9/23,1390.174,1390.351,1372.854,1380.849,8.731,0.632,6580509,4686069690
2003/9/24,1394.229,1396.945,1386.788,1391.404,4.055,0.2917,6534770,4622479690
2003/9/25,1376.291,1394.737,1374.791,1394.494,-17.938,-1.2866,5387565,3836610000
2003/9/26,1370.843,1377.871,1367.746,1374.602,-5.448,-0.3958,5058716,3695455940
2003/9/29,1355.335,1369.477,1353.245,1369.437,-15.508,-1.1313,5690487,3811852810
2003/9/30,1367.161,1371.073,1348.222,1354.648,11.826,0.8726,6695770,4562766880
2003/10/8,1371.685,1373.081,1359.497,1366.201,4.524,0.3309,4742732,3043700940
2003/10/9,1369.174,1379.99,1367.65,1371.681,-2.511,-0.1831,6069543,3724658750
2003/10/10,1404.008,1406.002,1367.109,1369.004,34.834,2.5442,13671898,8664782500
2003/10/13,1399.658,1411.88,1397.693,1405.329,-4.35,-0.3098,9254776,6172278750
2003/10/14,1388.172,1400.747,1382.481,1399.843,-11.486,-0.8206,7043525,4591467810
2003/10/15,1383.098,1401.537,1380.808,1388.245,-5.074,-0.3655,7471055,4831307500
2003/10/16,1365.505,1382.532,1362.983,1381.46,-17.593,-1.272,6427421,4506286880
2003/10/17,1370.582,1375.656,1362.415,1365.313,5.077,0.3718,5759780,3928826880
2003/10/20,1359.498,1370.487,1355.552,1369.711,-11.084,-0.8087,5823284,3794066880
2003/10/21,1364.301,1364.605,1350.208,1359.51,4.803,0.3533,7456708,4734607810
2003/10/22,1398.01,1403.101,1363.092,1366.105,33.709,2.4708,16180474,10378621880
2003/10/23,1386.653,1407.39,1384.639,1398.587,-11.357,-0.8124,10879055,7184516880
2003/10/24,1381.83,1389.875,1376.714,1385.898,-4.823,-0.3478,9427492,6270222500
2003/10/27,1369.463,1383.597,1361.191,1381.836,-12.367,-0.895,8603581,5836268130
2003/10/28,1369.325,1382.597,1356.488,1365.998,-0.138,-0.0101,11003647,6856010630
2003/10/29,1361.487,1375.91,1344.423,1372.346,-7.838,-0.5724,14258918,9461567500
2003/10/30,1344.633,1360.068,1340.292,1360.018,-16.854,-1.2379,9590991,6046510000
2003/10/31,1348.303,1364.663,1334.784,1341.504,3.67,0.2729,10788335,6659200000
2003/11/3,1364.055,1367.336,1339.958,1346.481,15.752,1.1683,13639622,6996501880
2003/11/4,1389.545,1412.91,1363.901,1363.957,25.49,1.8687,27955262,16062018750
2003/11/5,1385.11,1396.86,1375.992,1389.72,-4.435,-0.3192,16205427,9471616880
2003/11/6,1356.79,1385.844,1351.095,1384.67,-28.32,-2.0446,18254720,10916175000
2003/11/7,1335.205,1353.454,1323.118,1353.43,-21.585,-1.5909,15809009,9473351250
2003/11/10,1340.097,1340.867,1322.048,1330.957,4.892,0.3664,9062253,5606498750
2003/11/11,1343.616,1350.387,1331.117,1340.32,3.519,0.2626,9804738,5966233750
2003/11/12,1317.792,1341.578,1316.847,1341.569,-25.824,-1.922,10296484,6260571880
2003/11/13,1319.608,1324.983,1307.395,1313.929,1.816,0.1378,9356415,5532711880
2003/11/14,1331.051,1331.421,1312.788,1318.722,11.443,0.8672,8135283,4988706560
2003/11/17,1328.103,1333.414,1323.682,1330.487,-2.948,-0.2215,6333991,3942945940
2003/11/18,1316.562,1336.099,1314.987,1334.654,-11.541,-0.869,15365955,9432298130
2003/11/19,1338.87,1341.563,1312.562,1313.836,22.308,1.6944,10836911,6814146880
2003/11/20,1376.506,1377.118,1336.14,1338.604,37.636,2.811,21739638,13380560000
2003/11/21,1361.559,1394.568,1359.902,1379.937,-14.947,-1.0859,21161552,13294241250
2003/11/24,1404.008,1404.247,1360.231,1360.328,42.449,3.1177,19893086,12446350000
2003/11/25,1408.415,1423.582,1400.899,1407.755,4.407,0.3139,27759954,17694561250
2003/11/26,1411.909,1413.769,1398.032,1407.302,3.494,0.2481,17701890,11546638750
2003/11/27,1389.103,1415.74,1387.787,1412.308,-22.806,-1.6153,17304762,10391633750
2003/11/28,1397.225,1401.463,1385.818,1388.312,8.122,0.5847,13000534,8527278750
2003/12/1,1432.703,1432.821,1398.706,1398.706,35.478,2.5392,20067920,12735115000
2003/12/2,1435.314,1444.565,1430.237,1437.24,2.611,0.1822,21475944,13495357500
2003/12/3,1445.026,1462.073,1424.349,1434.697,9.712,0.6766,23547704,14962536250
2003/12/4,1452.809,1454.323,1440.82,1445.4,7.783,0.5386,19941112,13498387500
2003/12/5,1451.118,1456.866,1440.789,1454.413,-1.691,-0.1164,17066736,10803562500
2003/12/8,1436.663,1459.48,1435.139,1452.113,-14.455,-0.9961,15664419,9378390630
2003/12/9,1443.366,1443.61,1429.064,1435.099,6.703,0.4666,12432960,7997930630
2003/12/10,1469.422,1469.713,1448.497,1449.567,26.056,1.8052,22148788,14404248750
2003/12/11,1470.023,1475.377,1460.193,1472.385,0.601,0.0409,20822422,13944437500
2003/12/12,1470.792,1472.864,1459.549,1469.702,0.769,0.0523,16078232,10919983750
2003/12/15,1470.357,1474.671,1465.505,1471.244,-0.435,-0.0296,12980440,8374266880
2003/12/16,1466.337,1469.127,1441.063,1469.119,-4.02,-0.2734,18618896,11572602500
2003/12/17,1453.995,1480.433,1453.881,1465.606,-12.342,-0.8417,18767610,12347583750
2003/12/18,1457.301,1458.671,1445.08,1450.854,3.306,0.2274,15819151,10571695000
2003/12/19,1446.285,1470.206,1429.71,1463.448,-11.016,-0.7559,26339928,17173741250
2003/12/22,1492.963,1493.535,1441.585,1444.173,46.678,3.2274,29921380,19957982500
2003/12/23,1500.64,1507.035,1487.115,1497.572,7.677,0.5142,28372572,17794045000
2003/12/24,1513.825,1514.317,1498.98,1501.355,13.185,0.8786,24159982,15872842500
2003/12/25,1512.597,1525.299,1504.252,1514.929,-1.228,-0.0811,24967400,15537781250
2003/12/26,1514.775,1516.483,1504.133,1513.113,2.178,0.144,19920922,12495655000
2003/12/29,1496.427,1512.975,1495.535,1509.281,-18.348,-1.2113,19363864,10895811250
2003/12/30,1509.985,1513.728,1495.391,1495.669,15.264,0.906,17800480,10963733750
2003/12/31,1497.044,1516.523,1491.248,1513.616,-14.647,-0.857,21645524,11757363750
2004/1/2,1517.193,1526.244,1491.694,1492.724,20.149,1.3459,18978088,12733815000
2004/1/5,1568.353,1568.815,1516.697,1516.797,51.16,3.372,32784966,21841255000
2004/1/6,1574.523,1589.083,1557.927,1568.899,6.17,0.3934,36703572,24432962500
2004/1/7,1587.204,1594.997,1565.087,1574.102,12.681,0.8054,34482972,23445570000
2004/1/8,1610.126,1616.576,1582.88,1587.451,22.922,1.4442,32013228,22433180000
2004/1/9,1581.466,1618.764,1579.686,1612.39,-28.66,-1.78,35958288,25376362500
2004/1/12,1618.518,1619.094,1573.77,1579.875,37.052,2.3429,26156496,18796961250
2004/1/13,1612.683,1627.486,1596.718,1622.047,-5.835,-0.3605,28434554,20818691250
2004/1/14,1592.423,1613.153,1585.906,1612.916,-20.26,-1.2563,22763200,15858112500
2004/1/15,1586.493,1601.414,1582.357,1591.818,-5.93,-0.3724,20285774,14673937500
2004/1/16,1600.425,1604.756,1579.241,1589.377,13.932,0.8782,21985944,16318783750
2004/1/29,1628.837,1629.178,1603.314,1605.247,28.412,1.7753,19910392,15044351250
2004/1/30,1590.729,1634.413,1589.401,1631.11,-38.108,-2.3396,26500536,19276342500
2004/2/2,1623.88,1650.291,1585.958,1630.654,33.151,2.084,40309888,27519102500
2004/2/3,1649.282,1650.236,1615.813,1625.288,25.402,1.5643,28195284,21305722500
2004/2/4,1685.159,1685.765,1652.613,1652.614,35.877,2.1753,36039924,26920897500
2004/2/5,1693.428,1693.9,1674.623,1690.938,8.269,0.4907,36343792,26676505000
2004/2/6,1679.193,1705.908,1671.396,1690.559,-14.235,-0.8406,36763884,27101690000
2004/2/9,1703.529,1703.772,1679.096,1679.581,24.336,1.4493,28825142,21600660000
2004/2/10,1691.009,1715.464,1683.596,1708.896,-12.52,-0.7349,30284730,22508090000
2004/2/11,1677.759,1692.902,1660.009,1691.608,-13.25,-0.7836,29288748,21184690000
2004/2/12,1663.832,1693.013,1660.313,1679.081,-13.927,-0.8301,29156698,21897482500
2004/2/13,1658.539,1672.439,1653.24,1664.603,-5.293,-0.3181,24025736,18694520000
2004/2/16,1696.827,1697.26,1661.4449,1661.452,38.288,2.3085,25466728,19640211250
2004/2/17,1703.774,1710.857,1693.965,1701.409,6.947,0.4094,31976010,26081817500
2004/2/18,1717.096,1719.888,1697.317,1704.745,13.322,0.7819,31098174,25655280000
2004/2/19,1717.015,1728.022,1710.705,1719.309,-0.081,-0.0047,28931694,23778582500
2004/2/20,1721.752,1722.574,1702.929,1715.806,4.737,0.2759,26552606,20231540000
2004/2/23,1681.654,1730.279,1680.893,1725.594,-40.098,-2.3289,30566856,24061825000
2004/2/24,1682.297,1683.043,1650.177,1675.635,0.643,0.0382,29305682,22155880000
2004/2/25,1647.381,1700.498,1642.691,1684.902,-34.916,-2.0755,26285834,20368701250
2004/2/26,1654.898,1655.295,1628.84,1642.409,7.517,0.4563,25085848,18434900000
2004/2/27,1675.067,1675.323,1657.039,1657.262,20.169,1.2187,21316242,16570207500
2004/3/1,1689.76,1690.07,1661.339,1676.222,14.693,0.8772,21458634,17217835000
2004/3/2,1687.278,1694.815,1677.979,1692.616,-2.482,-0.1469,21959202,17513250000
2004/3/3,1661.812,1688.935,1654.564,1686.964,-25.466,-1.5093,20541766,16061371250
2004/3/4,1668.874,1670.156,1642.625,1658.634,7.062,0.425,19255238,14827440000
2004/3/5,1662.096,1675.026,1660.213,1671.061,-6.778,-0.4061,18133416,13443561250
2004/3/8,1637.144,1665.728,1635.438,1660.642,-24.952,-1.5012,22766482,13470868750
2004/3/9,1637.099,1659.647,1634.71,1636.206,-0.045,-0.0027,18792044,12906082500
2004/3/10,1678.073,1678.403,1639.68,1639.68,40.974,2.5028,18952304,13403623750
2004/3/11,1691.643,1698.781,1672.668,1680.313,13.57,0.8087,20650830,15886191250
2004/3/12,1694.743,1699.249,1680.452,1692.87,3.1,0.1833,18390718,13800067500
2004/3/15,1736.22,1738.984,1696.824,1696.942,41.477,2.4474,29065090,22021155000
2004/3/16,1745.543,1747.981,1730.735,1741.623,9.323,0.537,25148776,19447108750
2004/3/17,1745.098,1750.713,1730.266,1746.74,-0.445,-0.0255,21244536,16670630000
2004/3/18,1717.26,1755.101,1714.895,1746.176,-27.838,-1.5952,23578002,17903597500
2004/3/19,1747.872,1748.187,1710.836,1715.473,30.612,1.7826,20193520,15102483750
2004/3/22,1755.685,1760.076,1742.372,1749.709,7.813,0.447,20490810,15249723750
2004/3/23,1741.695,1755.332,1731.489,1755.321,-13.99,-0.7968,20729146,16082771250
2004/3/24,1740.054,1752.418,1729.511,1740.89,-1.641,-0.0942,20233070,15730060000
2004/3/25,1736.477,1751.813,1725.984,1737.488,-3.577,-0.2056,18123060,13998752500
2004/3/26,1734.047,1741.565,1720.876,1737.058,-2.43,-0.1399,17971982,14737128750
2004/3/29,1719.674,1740.305,1717.864,1734.59,-14.373,-0.8289,17799934,14482736250
2004/3/30,1724.277,1727.178,1711.664,1718.783,4.603,0.2677,15167516,12430703750
2004/3/31,1741.623,1745.703,1724.21,1726.569,17.346,1.006,17695362,14335411250
2004/4/1,1758.147,1758.982,1741.33,1744.709,16.524,0.9488,19312172,16210461250
2004/4/2,1768.645,1771.672,1756.653,1760.467,10.498,0.5971,23211072,19086850000
2004/4/5,1766.483,1774.12,1753.713,1771.737,-2.162,-0.1222,26351058,21888637500
2004/4/6,1777.516,1777.744,1754.741,1767.322,11.033,0.6246,25421632,20996527500
2004/4/7,1774.552,1783.007,1771.13,1779.427,-2.964,-0.1667,24717080,20685041250
2004/4/8,1770.279,1778.095,1765.022,1774.398,-4.273,-0.2408,24467966,20846147500
2004/4/9,1727.348,1778.22,1721.59,1770.911,-42.931,-2.4251,26828828,22388757500
2004/4/12,1722.986,1729.622,1702.4,1717.203,-4.362,-0.2525,20293370,16483343750
2004/4/13,1715.136,1734.918,1710.391,1724.578,-7.85,-0.4556,20636894,16871472500
2004/4/14,1697.156,1716.82,1678.336,1714.526,-17.98,-1.0483,21530458,17010100000
2004/4/15,1679.076,1705.017,1674.911,1697.244,-18.08,-1.0653,16507156,13086201250
